EV	PN EV	EV Book	Imp	Game	Player	Prop	O/U	FD	Bet365	DK	MGM	PN	Kambi	CZ	SZN	LYR	Splits	Opp Rank	LYR Opp Rank
-6.2	-	-245 BR	71%	BOS @ TOR	Trevor Story	rbi	u 0.5	'+165	-	'+180/-255	'+185/-250	-	175/-245	178/-254	76%	100%	0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,0,0,0,6,0,1,0,0,0,1,0,0,0	22nd	22nd
-6.2	-5.8	100 CZ	50%	BOS @ TOR	Jose Berrios	outs	u 17.5	-	-	-130/-105	-135/-105	-129/-103	-	-137/100	67%	100%	15,17,21,15,18,16	0	0
-6.2	-	-109 CZ	52%	BOS @ TOR	Jose Berrios	bb_allowed	u 1.5	-	-	-125/-115	-	-	-	-125/-109	17%	100%	2,3,3,1,4,2	6th	11th
-6.2	-	-113 CZ	53%	BOS @ TOR	Ernie Clement	single	o 0.5	-115	-	-115/-120	-	-	-	-113/-121	32%	0%	0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,1,0,0,1,1,2	28th	27th
-6.2	-	-175 MGM	64%	BOS @ TOR	Ceddanne Rafaela	r	u 0.5	'+150	-	'+125/-175	'+125/-175	-	-	133/-184	56%	100%	0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,1,2	23rd	10th
-6.2	-	-148 CZ	60%	BOS @ TOR	Carlos Narvaez	h	o 0.5	-150	-	-150/+110	-150/+115	-	-	-148/108	59%	0%	1,1,2,2,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,2,1,1	17th	16th
-6.2	-	-250 ESPN	71%	BOS @ TOR	Andres Gimenez	tb	u 1.5	'+180	-	'+180	-	-	180/-265	-	86%	100%	1,1,1,1,2,1,1,0,1,0,0,0,2,0,1,2,0,0,0,0,3,0,0,0,1,0,1,0,0	11th	19th
-6.2	-	-275 ESPN	73%	BOS @ TOR	Alex Bregman	tb	u 2.5	'+220	-	'+185	-	-	-	-	83%	100%	0,1,2,1,1,1,3,2,4,1,0,0,1,1,1,2,0,5,0,0,1,1,2,2,2,3,1,3,1	25th	22nd
-6.2	-	-600 DK	86%	BOS @ TOR	Alejandro Kirk	double	u 0.5	'+410	-	'+380/-600	-	-	410/-770	355/-604	65%	100%	1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0	8th	10th
-6.2	-4.7	-332 DK	77%	BOS @ TOR		spread	o 2.0	-	-	-332/+238	-	-314/261	-	-348/215	0%	0%		0	0
-6.2	-6.8	-121 CZ	55%	ATH @ TEX	Tyler Mahle	outs	o 17.5	-	-	-125/-110	-125/-110	-120/-110	-	-121/-113	50%	0%	5,15,21,18,21,15	0	0
-6.2	-5.3	-154 CZ	61%	ATH @ TEX	Nick Kurtz	tb	o 0.5	-	-	-160/+115	-160/+115	-160/119	-	-154/112	86%	0%	1,0,1,1,2,2,1	3rd	15th
-6.2	-	-294 CZ	75%	ATH @ TEX	Nick Ahmed	r	u 0.5	'+170	-	'+215/-320	'+220/-325	-	-	202/-294	75%	100%	0,0,0,1	25th	6th
-6.2	-	110 MGM	48%	ATH @ TEX	Kyle Higashioka	r	o 0.5	-135	-	'+110/-155	'+110/-155	-	102/-137	108/-148	18%	0%	0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0	25th	6th
-6.2	-	-103 CZ	51%	ATH @ TEX	Josh Jung	single	o 0.5	-115	-	-105/-130	-	-	-	-103/-133	59%	0%	2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,2	24th	21st
-6.2	-	-235 MGM	70%	ATH @ TEX	Jake Burger	rbi	u 0.5	'+165	-	'+170/-245	'+180/-235	-	-	172/-244	72%	100%	0,1,0,0,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0	25th	24th
-6.2	-	-204 CZ	67%	ATH @ TEX	Jake Burger	r	u 0.5	'+120	-	'+155/-220	'+155/-220	-	-	146/-204	62%	100%	1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0	25th	6th
-6.2	-	-700 DK	88%	ATH @ TEX	Brent Rooker	double	u 0.5	'+470	-	'+425/-700	-	-	410/-770	-	77%	100%	0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0	3rd	7th
-6.2	-8.3	-130 DK	57%	ATH @ TEX		f5_home_total	u 2.5	-	-	'+100/-130	-	-102/-119	-	100/-130	0%	0%		0	0
-6.2	-	-650 DK	87%	ATH @ TEX		spread	u -3.5	'+440/-700	-	'+405/-650	-	-	-	359/-708	0%	0%		0	0
-6.2	-5.8	-250 FD	71%	ATH @ TEX		spread	u -1.5	'+190/-250	-	'+187/-252	-	193/-236	-	173/-268	0%	0%		0	0
-6.2	-	-455 BR	82%	ARI @ NYM	Pete Alonso	h	u 1.5	'+310	-	'+290	-	-	310/-455	-	58%	100%	1,0,0,2,0,3,1,0,2,2,2,1,3,0,0,2,2,2,0,1,2,1,1,2,1,0,1,1,2,2,0	19th	29th
-6.2	-	-148 CZ	60%	ARI @ NYM	Mark Vientos	single	u 0.5	'+120	-	'+105/-150	-	-	-	108/-148	61%	100%	0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,2,1,0,0	6th	26th
-6.2	-	-110 MGM	52%	ARI @ NYM	Juan Soto	h+r+rbi	u 1.5	-	-	-125/-110	-120/-110	-	-	-	42%	100%	1,3,2,2,0,4,3,2,2,3,4,0,3,0,0,4,3,0,0,2,4,6,0,1,1,3,0,4,3,0,0	0	0
-6.2	-	-135 MGM	57%	ARI @ NYM	Josh Naylor	h+r+rbi	u 1.5	-	-	-105/-135	'+105/-135	-	-	-	34%	100%	2,2,3,5,0,0,4,2,0,2,2,3,7,0,1,4,4,4,3,4,0,5,3,0,2,0,0,6,1	0	0
-6.2	-	-142 CZ	59%	ARI @ NYM	Jeff Mcneil	h	o 0.5	-150	-	-145/+105	-150/+110	-	-	-142/104	100%	0%	1,1,2,1	19th	29th
-6.2	-	165 FD	38%	ARI @ NYM	Eugenio Suarez	tb	o 1.5	'+165	-	'+145	-	-	150/-215	-	13%	0%	1,2,1,0,2,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,2,1,4,1,0,1	1st	3rd
-6.2	-	-160 CZ	62%	ARI @ NYM	Brandon Nimmo	single	u 0.5	'+115	-	'+120/-170	-	-	-	116/-160	55%	100%	1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,2,0,0,1,0	6th	26th
-6.2	-6.2	-125 MGM	56%	ARI @ NYM		f5_total	o 4.0	-	-	-	-125/-105	-117/102	-	-	0%	0%		0	0
-6.2	-6.2	-388 CZ	80%	ARI @ NYM		spread	o 3.0	-	-	-389/+272	-	-357/275	-	-388/234	0%	0%		0	0
-6.3	-	-554 CZ	85%	WSH @ PHI	Trea Turner	double	u 0.5	'+360	-	'+370/-575	-	-	350/-590	334/-554	79%	100%	0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0	5th	16th
-6.3	-	115 MGM	47%	WSH @ PHI	Nick Castellanos	h+r+rbi	u 1.5	-	-	-155/+110	-150/+115	-	-	-	47%	100%	1,2,1,4,2,0,3,0,6,5,1,1,1,5,0,5,2,1,3,2,1,3,0,0,2,1,3,2,0,2	0	0
-6.3	-	-235 MGM	70%	WSH @ PHI	Jose Tena	rbi	u 0.5	'+175	-	'+170/-240	'+175/-235	-	-	172/-244	87%	100%	0,0,0,0,0,3,0,0,0,2,0,0,0,0,0	17th	11th
-6.3	-	-215 ESPN	68%	WSH @ PHI	James Wood	h+r+rbi	u 2.5	-	-	-	-	-	-	-	57%	100%	0,2,0,4,0,2,1,4,0,4,10,1,4,3,0,2,3,1,0,8,1,5,3,0,3,1,1,3,3,0	0	0
-6.3	-	120 FD	45%	WSH @ PHI	Bryce Harper	rbi	o 0.5	'+120	-	'+115/-160	'+115/-155	-	117/-157	112/-154	33%	0%	1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,2,0,2,1,2,0,0,0,0,2,0,0,0	27th	23rd
-6.3	-	108 BR	48%	WSH @ PHI		f1_total	u 0.5	-	-	-140/+105	-	-	-136/108	-	0%	0%		0	0
-6.3	-	130 BR	43%	STL @ CIN	Noelvi Marte	tb	o 1.5	'+110	-	'+120	'+125/-175	-	130/-186	120/-166	27%	0%	0,1,0,0,1,5,2,1,0,3,1,4,1,0,0	10th	21st
-6.3	-	-275 BR	73%	STL @ CIN	Matthew Liberatore	k	o 3.5	-290	-	-290	-	-	-275/195	-	100%	0%	4,7,7,6,4	20th	9th
-6.3	-5.7	-194 CZ	66%	STL @ CIN	Jose Trevino	tb	o 0.5	-	-	-200/+140	-200/+140	-202/146	-	-194/139	58%	0%	0,0,0,2,0,1,2,0,1,0,0,1,0,1,2,0,3,2,0,2,1,2,2,2	10th	21st
-6.3	-	-130 MGM	57%	STL @ CIN	Jose Trevino	h+r+rbi	u 1.5	-	-	-105/-135	'+100/-130	-	-	-	58%	100%	0,0,0,4,0,1,7,0,1,1,0,1,1,3,3,0,5,2,0,3,2,3,3,1	0	0
-6.3	-6.1	-115 MGM	53%	STL @ CIN	Jose Barrero	tb	u 0.5	-	-	-120/-120	-118/-115	-114/-116	-	-	100%	100%		13th	17th
-6.3	-2.0	-115 DK	53%	STL @ CIN	Andrew Abbott	h_allowed	o 4.5	-	-	-115/-125	-118/-120	-128/-104	-	-117/-117	33%	0%	2,2,5	3rd	8th
-6.3	-6.3	-160 MGM	62%	STL @ CIN		f5_total	o 4.0	-	-	-	-160/+125	-148/128	-	-	0%	0%		0	0
-6.3	-7.0	170 CZ	37%	STL @ CIN		spread	u 1.5	-215/+164	-	-207/+156	-	-200/178	-	-205/170	0%	0%		0	0
-6.3	-	150 MGM	40%	MIN @ CLE	Harrison Bader	h	u 0.5	-190	-	-200/+150	-200/+150	-	-200/150	-174/126	57%	100%	2,0,0,1,1,0,0,2,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,1,1	24th	2nd
-6.3	-	-155 MGM	61%	MIN @ CLE	Christian Vazquez	h+r+rbi	u 1.5	-	-	'+115/-160	'+120/-155	-	-	-	87%	100%	0,0,0,2,0,0,0,1,1,0,1,0,2,0,1	0	0
-6.3	-	105 MGM	49%	MIN @ CLE	Bo Naylor	h+r+rbi	o 1.5	-	-	'+105/-145	'+105/-140	-	-	-	38%	0%	1,2,0,0,0,1,4,0,2,2,2,0,7,1,0,0,0,1,0,3,5	0	0
-6.3	-	165 MGM	38%	MIN @ CLE	Angel Martinez	h	u 0.5	-210	-	-215/+160	-220/+165	-	-190/145	-214/152	29%	100%	3,2,0,3,0,0,1,1,2,1,1,2,1,1,0,0,1	16th	17th
-6.3	-5.4	-230 FD	70%	MIN @ CLE		spread	o 1.5	-230/+176	-	-233/+174	-	-210/186	-	-238/156	0%	0%		0	0
-6.3	-5.4	-150 ESPN	60%	MIL @ CHW	William Contreras	tb	u 1.5	'+105	-	'+110/-155	'+110/-155	116/-155	112/-157	112/-154	83%	100%	0,1,1,0,0,0,0,0,1,2,1,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2	17th	26th
-6.3	-	-3500 DK	97%	MIL @ CHW	William Contreras	sb	u 0.5	'+750	-	'+1400/-3500	-	-	-	-	100%	100%		7th	24th
-6.3	-	-129 CZ	56%	MIL @ CHW	William Contreras	r	u 0.5	-115	-	-105/-135	'+100/-135	-	102/-137	-106/-129	55%	100%	0,0,1,0,1,0,0,0,2,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2	17th	4th
-6.3	-	-600 DK	86%	MIL @ CHW	William Contreras	double	u 0.5	'+410	-	'+390/-600	-	-	370/-670	355/-604	93%	100%	0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15th	22nd
-6.3	-	-215 ESPN	68%	MIL @ CHW	Miguel Vargas	h+r+rbi	u 1.5	-	-	-	-	-	-	-	59%	100%	5,0,0,3,0,1,2,0,0,0,3,0,4,1,0,2,0,1,0,0,2,0,2,4,3,3,1,1,5	0	0
-6.3	-	-900 ESPN	90%	MIL @ CHW	Jake Bauers	h	u 1.5	'+450	-	'+500	-	-	-	-	95%	100%	0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1	18th	26th
-6.3	-	115 MGM	47%	MIL @ CHW	Jackson Chourio	h+r+rbi	o 2.5	-	-	'+110/-155	'+115/-150	-	-	-	37%	0%	0,4,1,2,1,6,2,1,2,9,5,10,2,2,5,0,1,1,0,3,0,4,1,4,0,3,8,2,2,0	0	0
-6.3	-	-700 ESPN	88%	MIL @ CHW	Christian Yelich	rbi	u 1.5	'+480	-	'+370	-	-	-	-	80%	100%	0,1,0,0,2,0,0,0,1,1,1,2,0,2,0,0,0,1,3,0,1,0,4,0,1,1,0,2,0,0	20th	27th
-6.3	-	-325 ESPN	76%	MIL @ CHW	Christian Yelich	h	u 1.5	'+210	-	'+225	-	-	245/-345	-	77%	100%	0,1,0,0,1,0,0,0,1,1,1,2,1,0,0,0,1,2,2,0,2,1,2,0,1,2,1,2,0,0	18th	26th
-6.3	-	-750 ESPN	88%	MIL @ CHW	Brooks Baldwin	h	u 1.5	'+480	-	'+400	-	-	-	-	93%	100%	1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,0,1,0,1,1,1,0,2,1,1,0,0	13th	9th
-6.3	-5.1	116 BR	46%	MIL @ CHW		total	u 8.0	-	-	-140/+108	-	-135/120	-141/116	-	0%	0%		0	0
-6.3	-	-103 CZ	51%	KC @ TB	Salvador Perez	single	o 0.5	-120	-	-105/-135	-	-	-	-103/-133	43%	0%	1,2,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2	13th	12th
-6.3	-	108 CZ	48%	KC @ TB	Maikel Garcia	single	u 0.5	-130	-	-150/+105	-	-	-	-148/108	47%	100%	1,1,0,0,0,0,1,0,2,1,0,1,0,0,2,0,1,0,1,1,0,2,1,1,0,1,0,0,1,1	13th	12th
-6.3	-	-200 DK	67%	KC @ TB	Hunter Renfroe	single	u 0.5	'+150	-	'+140/-200	-	-	-	146/-204	59%	100%	0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0	13th	12th
-6.3	-5.8	-190 MGM	66%	KC @ TB	Brandon Lowe	tb	o 0.5	-	-	-190/+135	-190/+135	-197/143	-	-194/139	67%	0%	2,2,1,0,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,2,1,0	8th	4th
-6.3	-	-525 DK	84%	KC @ TB	Bobby Witt	double	u 0.5	'+340	-	'+330/-525	-	-	335/-560	334/-554	61%	100%	0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0	2nd	1st
-6.3	-4.5	190 FD	34%	KC @ TB		total	u 6.5	-250/+190	-	-228/+171	-	-217/187	-265/185	-248/162	0%	0%		0	0
-6.3	-	-215 ESPN	68%	DET @ LAA	Zach Mckinstry	h+r+rbi	u 1.5	-	-	-	-	-	-	-	39%	100%	2,1,4,0,2,1,4,2,1,5,4,4,1,0,1,0,0,2,1,1,5,5,2,2,3,2,2,2	0	0
-6.3	-	-1100 ESPN	92%	DET @ LAA	Taylor Ward	rbi	u 1.5	'+550	-	'+550	-	-	-	-	96%	100%	0,0,0,1,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0	4th	4th
-6.3	-	-160 CZ	62%	DET @ LAA	Taylor Ward	r	u 0.5	'+105	-	'+120/-165	'+120/-165	-	132/-180	116/-160	61%	100%	0,0,1,1,1,0,0,0,0,0,1,2,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0	3rd	27th
-6.3	-	-800 DK	89%	DET @ LAA	Nolan Schanuel	double	u 0.5	'+450	-	'+475/-800	-	-	510/-1115	-	75%	100%	0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0	1st	2nd
-6.3	-	-345 BR	78%	DET @ LAA	Luis Rengifo	rbi	u 0.5	'+230	-	'+240/-360	'+250/-350	-	245/-345	236/-354	79%	100%	0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0	4th	4th
-6.3	-	-1100 ESPN	92%	DET @ LAA	Logan Ohoppe	rbi	u 1.5	'+550	-	'+550	-	-	-	-	88%	100%	1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1	4th	4th
-6.3	-	125 FD	44%	DET @ LAA	Kyren Paris	single	o 0.5	'+125	-	'+115/-165	-	-	-	120/-166	27%	0%	0,1,0,0,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0	10th	13th
-6.3	-	-160 CZ	62%	DET @ LAA	Jorge Soler	r	u 0.5	'+100	-	'+120/-170	'+125/-165	-	123/-167	116/-160	64%	100%	0,1,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1	3rd	27th
-6.3	-	-325 MGM	76%	DET @ LAA	Javier Baez	rbi	u 0.5	'+220	-	'+230/-340	'+240/-325	-	-	227/-339	76%	100%	0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4	26th	25th
-6.3	-	120 MGM	45%	DET @ LAA	Javier Baez	h+r+rbi	o 1.5	-	-	'+115/-160	'+120/-155	-	-	-	44%	0%	0,0,5,0,0,4,1,1,2,2,0,3,0,2,0,2,1,2,1,0,4,0,6,1,6	0	0
-6.3	-	180 MGM	36%	DET @ LAA	Andy Ibanez	rbi	o 0.5	'+130	-	'+175/-250	'+180/-235	-	140/-186	172/-244	25%	0%	0,0,0,0,1,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0	26th	25th
-6.3	-4.7	-373 DK	79%	DET @ LAA		spread	u -3.0	-	-	'+263/-373	-	284/-371	-	234/-388	0%	0%		0	0
-6.3	-	-650 ESPN	87%	COL @ SF	Patrick Bailey	h	u 1.5	'+380	-	'+390	-	-	-	-	93%	100%	1,0,0,0,0,0,3,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0	30th	30th
-6.3	-	-294 CZ	75%	COL @ SF	Nick Martini	r	u 0.5	'+180	-	'+210/-310	'+210/-300	-	225/-335	202/-294	79%	100%	0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0	9th	12th
-6.3	-	-750 ESPN	88%	COL @ SF	Mickey Moniak	h	u 1.5	'+450	-	'+425	-	-	-	-	92%	100%	0,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,2,0,1,1,0,0,1,1,0,0	11th	21st
-6.3	-	-550 ESPN	85%	COL @ SF	Hunter Goodman	h	u 1.5	'+340	-	'+300	-	-	400/-625	-	81%	100%	2,1,1,1,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,2,2,0,1,2,1	11th	21st
-6.3	-	-284 CZ	74%	COL @ SF	Adael Amador	r	u 0.5	'+200	-	'+200/-290	'+200/-295	-	-	196/-284	85%	100%	0,0,0,0,1,0,0,0,0,0,1,0,0	9th	12th
-6.3	-	-375 DK	79%	COL @ SF		total	u 10.0	-	-	'+264/-375	-	-	270/-480	234/-388	0%	0%		0	0
-6.3	-5.6	-210 MGM	68%	CHC @ PIT	Nico Hoerner	tb	u 1.5	'+145	-	'+150/-210	'+150/-210	158/-221	160/-230	-	63%	100%	2,0,1,3,1,1,0,2,3,1,0,0,1,1,2,3,0,2,0,1,2,0,1,0,2,1,2	16th	20th
-6.3	-6.9	-145 MGM	59%	CHC @ PIT	Dansby Swanson	tb	o 0.5	-	-	-145/+100	-145/+105	-144/108	-	-160/116	55%	0%	1,1,0,1,0,3,2,1,0,0,2,0,0,2,0,0,1,0,0,1,0,1,2,0,1,2,1,0,0,1,3	16th	20th
-6.3	-	-175 MGM	64%	CHC @ PIT	Dansby Swanson	h+r+rbi	o 0.5	-	-	-180/+130	-175/+135	-	-	-	58%	0%	2,2,0,2,0,4,7,2,0,0,5,0,0,8,0,0,2,0,0,3,0,1,2,1,4,6,2,0,0,3,4	0	0
-6.3	-	-625 BR	86%	CHC @ PIT	Colin Rea	k	o 2.5	-850	-	-700	-	-	-625/380	-	50%	0%	0,1,1,5,5,7	22nd	4th
-6.3	-	118 BR	46%	CHC @ PIT	Andrew Mccutchen	r	o 0.5	'+110	-	'+110/-160	'+115/-155	-	118/-162	108/-148	32%	0%	0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,1,0,0,1,0,0	18th	22nd
-6.3	-	-700 DK	88%	CHC @ PIT	Alexander Canario	double	u 0.5	'+440	-	'+425/-700	-	-	400/-715	-	92%	100%	0,1,0,0,0,0,0,0,0,0,0,0	21st	3rd
-6.3	-5.9	-175 MGM	64%	CHC @ PIT	Adam Frazier	tb	o 0.5	-	-	-175/+125	-175/+125	-180/132	-	-184/133	68%	0%	0,2,1,0,1,2,0,0,1,0,1,0,1,0,2,0,1,1,1,1,1,1,2,1,1,1,2,0	20th	7th
-6.3	-	-130 BR	57%	BOS @ TOR	Vladimir Guerrero	r	u 0.5	-130	-	'+100/-140	'+100/-135	-	-105/-130	100/-137	59%	100%	1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,2	16th	13th
-6.3	-	100 MGM	50%	BOS @ TOR	Vladimir Guerrero	r	o 0.5	-130	-	'+100/-140	'+100/-135	-	-105/-130	100/-137	41%	0%	1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,2	16th	13th
-6.3	-6.9	-130 DK	57%	BOS @ TOR	Jose Berrios	outs	o 17.5	-	-	-130/-105	-135/-105	-129/-103	-	-137/100	33%	0%	15,17,21,15,18,16	0	0
-6.3	-	290 FD	26%	BOS @ TOR	Jose Berrios	k	o 6.5	'+290	-	'+230	-	-	250/-360	-	17%	0%	5,8,2,6,3,4	27th	3rd
-6.3	-	-275 MGM	73%	BOS @ TOR	Ernie Clement	rbi	u 0.5	'+200	-	'+200/-280	'+200/-275	-	-	196/-284	86%	100%	0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	23rd	19th
-6.3	-	-325 MGM	76%	BOS @ TOR	Andres Gimenez	rbi	u 0.5	'+200	-	'+235/-350	'+240/-325	-	230/-335	227/-339	79%	100%	2,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	23rd	19th
-6.3	-5.5	-200 ESPN	67%	ATH @ TEX	Josh Jung	tb	o 0.5	-	-	-205/+145	-210/+145	-211/151	-	-204/146	82%	0%	2,1,3,1,2,2,0,1,1,1,2,0,0,0,1,1,1,2,1,1,1,2	27th	23rd
-6.3	-	-159 BR	61%	ATH @ TEX	Jonah Heim	r	u 0.5	'+100	-	'+120/-170	'+125/-165	-	117/-159	116/-160	74%	100%	2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0	25th	6th
-6.3	-	170 BR	37%	ATH @ TEX	Jonah Heim	h	u 0.5	-210	-	-215/+160	-220/+165	-	-230/170	-214/152	35%	100%	2,0,2,0,0,2,0,1,2,1,0,1,0,0,1,0,1,1,1,1,2,2,1	27th	25th
-6.3	-	118 BR	46%	ATH @ TEX	Jj Bleday	h	u 0.5	-175	-	-150/+115	-150/+115	-	-155/118	-148/108	40%	100%	0,2,0,1,1,1,0,1,0,0,1,2,0,1,1,0,3,1,0,1,0,2,0,1,1,1,0,1,0,1	7th	18th
-6.3	-	-185 MGM	65%	ATH @ TEX	Jhonny Pereda	h+r+rbi	o 0.5	-	-	-190/+135	-185/+140	-	-	-	43%	0%	0,0,1,2,2,0,0	0	0
-6.3	-	-200 ESPN	67%	ATH @ TEX	Adolis Garcia	tb	u 1.5	'+150	-	'+145	-	-	145/-210	-	77%	100%	0,0,3,1,1,0,0,0,0,0,1,1,1,1,2,0,0,3,1,1,2,0,2,0,1,0,1,0,2,2	27th	23rd
-6.3	-6.3	-210 MGM	68%	ATH @ TEX		f5_total	u 6.0	-	-	-	'+160/-210	164/-192	-	-	0%	0%		0	0
-6.3	-	210 CZ	32%	ATH @ TEX		away_total	o 5.5	'+200/-265	-	'+200/-260	'+190/-250	-	-	210/-286	0%	0%		0	0
-6.3	-	-397 DK	80%	ATH @ TEX		spread	u -2.5	'+285/-400	-	'+277/-397	-	-	-	255/-433	0%	0%		0	0
-6.3	-	-165 MGM	62%	ARI @ NYM	Tim Tawa	h+r+rbi	o 0.5	-	-	-170/+120	-165/+125	-	-	-	61%	0%	3,0,0,3,4,3,1,0,3,1,3,3,3,1,0,0,0,0	0	0
-6.3	-	-165 MGM	62%	ARI @ NYM	Pavin Smith	h+r+rbi	u 1.5	-	-	'+120/-170	'+125/-165	-	-	-	61%	100%	0,6,0,1,1,1,1,0,3,2,2,7,0,0,1,2,4,5,1,0,2,6,0,0,1,1,3,0	0	0
-6.3	-	-235 MGM	70%	ARI @ NYM	Mark Vientos	rbi	u 0.5	'+165	-	'+170/-245	'+175/-235	-	175/-240	172/-244	64%	100%	0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,3,0,1,3,0,1	24th	26th
-6.3	-	-130 MGM	57%	ARI @ NYM	Mark Vientos	h+r+rbi	u 1.5	-	-	-105/-135	'+100/-130	-	-	-	54%	100%	0,3,0,2,0,0,0,1,1,0,1,0,0,1,4,3,2,3,4,0,3,2,5,1,3,9,0,3	0	0
-6.3	-	148 BR	40%	ARI @ NYM	Juan Soto	h	u 0.5	-190	-	-185/+140	-185/+140	-	-195/148	-194/139	35%	100%	1,1,1,1,0,1,1,1,1,2,2,0,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,2,2,0,0	19th	29th
-6.3	-	105 MGM	49%	ARI @ NYM	Josh Naylor	h+r+rbi	o 1.5	-	-	-105/-135	'+105/-135	-	-	-	66%	0%	2,2,3,5,0,0,4,2,0,2,2,3,7,0,1,4,4,4,3,4,0,5,3,0,2,0,0,6,1	0	0
-6.3	-	-360 BR	78%	ARI @ NYM	Francisco Lindor	h	u 1.5	'+240	-	'+240	-	-	255/-360	-	70%	100%	0,0,0,1,1,1,1,1,3,1,1,0,1,2,1,1,1,3,1,0,3,2,3,2,0,3,1,0,1,2	19th	29th
-6.3	-6.3	-190 MGM	66%	ARI @ NYM		f5_total	u 5.0	-	-	-	'+145/-190	150/-175	-	-	0%	0%		0	0
-6.3	-	115 MGM	47%	ARI @ NYM		f3_spread	u 0.5	-	-	-145/+114	-155/+115	-	-	-145/115	0%	0%		0	0
-6.4	-	-1000 ESPN	91%	WSH @ PHI	Trea Turner	rbi	u 1.5	'+500	-	'+500	-	-	-	-	93%	100%	0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,2,1,0	27th	23rd
-6.4	-5.7	-174 CZ	64%	WSH @ PHI	Keibert Ruiz	tb	u 1.5	'+115	-	'+125/-180	'+130/-175	132/-180	135/-190	126/-174	71%	100%	2,2,1,1,1,1,0,1,1,2,1,1,3,2,1,0,0,2,1,3,1,1,0,1,0,2,1,1	23rd	16th
