EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
-40.7	650 FD	13%	stuttgart	Jamie Leweling	shots_on_target	o 1.5	'+650	-	-	650	-	-	10%	22%	0,0,2,1,0,0,0,0,1,0	🟡	58,21,85,69,72
-42.4	1800 365	5%	reims	Mamadou Diakhon	shots	o 3.5	'+1000	-	'+1800	-	-	-	-%	-%			
-42.4	1800 365	5%	fiorentina	Fabiano Parisi	shots	o 2.5	'+1000	-	'+1800	-	-	-	0%	0%	0,0,0,0,0,0,1,0,1,0	🟡	20,75,61,21,90
-43.1	950 FD	10%	lecce	Hamza Rafia	shots	o 2.5	'+950	-	'+800	-	-	-	0%	0%	0,1,0,0,0,0,0,1,1,0	🟡	67,59,90,72,45
-44.1	700 DK	12%	aston villa	Ollie Watkins	tackles	o 1.5	-	'+700	'+700	-	-	-	-%	-%		-	
-45.4	1700 FD	6%	valladolid	Raul Moro	shots	o 4.5	'+1700	-	'+1000	-	-	-	0%	0%	0,2,1,0,0,0,1,3,3,2	🟡	16,90,90,56,45
-45.4	1700 FD	6%	bayern munich	Leroy Sane	shots	o 5.5	'+1700	-	'+1000	-	-	-	10%	3%	2,2,0,8,1,1,1,0,1,3	🟡	10,64,23,27,90
-46.3	1200 FD	8%	lecce	Antonino Gallo	shots	o 1.5	'+1200	-	'+900	-	-	-	0%	0%	0,1,0,0,0,0,0,0,0,0	🟡	72,90,90,90,90
-46.3	1200 FD	8%	aston villa	Tyrone Mings	shots	o 2.5	'+1200	-	'+900	-	-	-	-%	-%		-	
-50.5	1100 FD	8%	las palmas	Enzo Loiodice	shots	o 2.5	'+1100	-	'+900	-	-	-	0%	0%	1,1,0,0,0,0,0,0,1,1		11,33,81,60,39
-50.5	1100 FD	8%	reims	Oumar Diakite	shots	o 3.5	'+1100	-	'+900	-	-	-	-%	-%		🟡	
-54.6	1000 FD	9%	reims	Teddy Teuma	shots	o 3.5	'+1000	-	'+900	-	-	-	-%	-%		🟡	
-54.6	1000 365	9%	cardiff	Callum Robinson	shots	o 3.5	'+900	-	'+1000	-	-	-	20%	11%	1,3,1,3,3,5,0,2,4,3	-	83,90,90,70,62
-56.6	950 FD	10%	lecce	Gaby Jean	shots	o 1.5	'+950	-	'+900	-	-	-	0%	0%	0,0,0,0,0,0,0,0,0,0	🟡	90,90,90,90,90
-58.7	900 FD	10%	valladolid	David Torres	shots	o 1.5	'+900	-	'+900	-	-	-	0%	0%	0,0,0,0,0,1,0,0,0,0	🟡	90,90,90,90,90
-58.7	900 FD	10%	reims	Nhoa Sangui	shots	o 1.5	'+900	-	'+900	-	-	-	-%	-%			
-58.7	900 FD	10%	cardiff	Yousef Salech	shots	o 3.5	'+900	-	'+900	-	-	-	10%	21%	2,0,3,1,0,4,0,1,2,2	-	120,18,20,86,77
-60.6	1800 365	5%	las palmas	Benito Ramirez	shots	o 4.5	'+1100	-	'+1800	-	-	-	0%	0%	0,0,0,1,1,0,0,1,0,0		19,18,6,51,5
-60.6	1200 FD	8%	bayern munich	Hiroki Ito	shots	o 2.5	'+1200	-	'+1000	-	-	-	0%	0%	0,0,1	🟡	13,67,62
-60.6	1200 365	8%	bayern munich	Aleksandar Pavlovic	shots	o 2.5	'+1000	-	'+1200	-	-	-	0%	0%	0,0,0,0,0,0,2,1,0,0	🟡	90,57,80,67,90
-60.6	1800 365	5%	aston villa	Morgan Rogers	shots	o 5.5	'+1100	-	'+1800	-	-	-	-%	-%		-	
-63.6	1100 FD	8%	bayern munich	Konrad Laimer	shots	o 2.5	'+1100	-	'+1000	-	-	-	0%	0%	0,1,0,0,0,1,1,0,0,0	🟡	90,18,90,90,90
-66.6	1000 FD	9%	las palmas	Dario Essugo	shots	o 2.5	'+1000	-	'+1000	-	-	-	0%	6%	0,0,1,2,1,1,1,0,0,1	🟡	90,45,79,71,66
-67.0	600 FD	14%	aston villa	Dimitrios Goutas	shots_on_target	o 0.5	'+600	-	-	-	550/-3335	-	-%	-%		-	
-68.9	1400 365	7%	cardiff	Anwar El Ghazi	shots	o 3.5	'+1100	-	'+1400	-	-	-	20%	12%	4,1,0,1,4,1,3,0,2,0	-	56,81,9,70,13
-73.1	1200 365	8%	aston villa	Leon Bailey	shots	o 5.5	'+1100	-	'+1200	-	-	-	-%	-%		-	
-75.0	2000 365	5%	las palmas	Mika Marmol	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	1,1,0,1,0,0,1,1,0,1	🟡	90,90,90,90,90
-75.0	2000 365	5%	valladolid	Luis Perez	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,0,0,0,0,0,0,0	🟡	90,90,90,90,90
-75.0	2000 365	5%	valladolid	Cenk Ozkacar	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,1,0		3,90,13,90,90
-75.0	2000 FD	5%	bayern munich	Michael Olise	shots	o 5.5	'+2000	-	'+1200	-	-	-	0%	3%	3,4,0,4,2,4,3,0,4,4	🟡	90,64,67,90,84
-75.0	2000 365	5%	stuttgart	Maximilian Mittelstadt	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	6%	1,0,1,0,1,0,1,0,0,0	🟡	32,90,90,90,90
-75.0	2000 365	5%	stuttgart	Leonidas Stergiou	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,0,0,0,1,0,0,0		31,90,90,90,90
-75.0	2000 365	5%	stuttgart	Angelo Stiller	shots	o 2.5	'+1200	-	'+2000	-	-	-	10%	8%	1,0,0,0,0,0,0,0,0,3	🟡	90,90,90,90,90
-75.0	2000 365	5%	lecce	Federico Baschirotto	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,2,0,0,2,0,1,0,0	🟡	90,90,90,90,90
-75.0	2000 365	5%	lecce	Balthazar Pierret	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	4%	0,0,0,0,1,0,0,0,0,0	🟡	71,90,21,68,71
-75.0	2000 365	5%	cardiff	Perry Ng	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	7%	1,0,2,0,1,0,0,0,0,1	-	23,9,90,90,90
-75.0	2000 365	5%	cardiff	Joel Bagan	shots	o 1.5	'+1200	-	'+2000	-	-	-	10%	4%	1,0,0,0,0,0,2,0,0,0	-	120,59,90,62,13
-75.0	2000 365	5%	aston villa	Ezri Konsa	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	cardiff	Calum Chambers	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	1,2,2,2,1,1,0,0,2,0	-	90,90,64,90,77
-77.3	1800 365	5%	lecce	Lassana Coulibaly	shots	o 2.5	'+1200	-	'+1800	-	-	-	0%	0%	0,0,0,0,0,0,0,0,0,0	🟡	45,35,90,90,90
-77.3	1800 365	5%	lecce	Frederic Guilbert	shots	o 2.5	'+1200	-	'+1800	-	-	-	0%	0%	0,0,1,0,0,1,0,1,0,1	🟡	90,90,90,75,88
-77.3	1800 365	5%	cardiff	Callum Odowda	shots	o 2.5	'+1200	-	'+1800	-	-	-	10%	3%	1,0,1,0,0,1,3,1,0,1	-	58,90,90,90,90
-79.7	1600 FD	6%	las palmas	Oliver Mcburnie	shots	o 5.5	'+1600	-	'+1200	-	-	-	10%	5%	1,0,9,0,0,0,1,4,0,0	🟡	1,9,90,90,65
-79.7	1600 365	6%	valladolid	Eray Comert	shots	o 2.5	'+1200	-	'+1600	-	-	-	0%	5%	0,1,0,0,1,1,0,0,0,0	🟡	85,90,90,9,26
-79.7	1600 FD	6%	stuttgart	Chris Fuhrich	shots	o 3.5	'+1600	-	'+1200	-	-	-	0%	3%	2,0,2,0,2,2,3,1,0,3	🟡	32,69,69,83,90
-79.7	1600 365	6%	stuttgart	Atakan Karazor	shots	o 2.5	'+1200	-	'+1600	-	-	-	0%	0%	0,0,0,1,0,0,0,0,1,1	🟡	90,90,90,87,81
-79.7	1600 365	6%	reims	Sergio Akieme	shots	o 2.5	'+1200	-	'+1600	-	-	-	-%	-%		🟡	
-79.7	1600 365	6%	reims	Aurelio Buta	shots	o 2.5	'+1200	-	'+1600	-	-	-	-%	-%			
-82.1	1400 365	7%	valladolid	Selim Amallah	shots	o 4.5	'+1200	-	'+1400	-	-	-	0%	0%	2,1,2,0,0,1,1,0,1,0	🟡	60,34,90,90,45
-82.1	1400 365	7%	valladolid	Antonio Candela	shots	o 2.5	'+1200	-	'+1400	-	-	-	0%	0%	0,0,0,0,1,0,0,0,0,0		31,60,77,90,45
-82.1	1400 365	7%	bayern munich	Eric Dier	shots	o 2.5	'+1200	-	'+1400	-	-	-	0%	0%	0,0,0,0,0,1,1,1,0,1	🟡	90,90,90,90,90
-82.1	1400 365	7%	fiorentina	Pietro Comuzzo	shots	o 2.5	'+1200	-	'+1400	-	-	-	0%	0%	1,1,0,0,0,1,0,0,0,1	🟡	90,28,35,90,90
-83.3	1300 FD	7%	fiorentina	Michael Folorunsho	shots	o 4.5	'+1300	-	'+1200	-	-	-	0%	0%	0,0,0,0,2,1,0,0,1,1		85,90,29,90,71
-84.5	1200 FD	8%	valladolid	Florian Grillitsch	shots	o 2.5	'+1200	-	'+1200	-	-	-	0%	0%	1,2,1,1,1,0,0,0,1,0	🟡	90,1,25,45,30
-84.5	1200 FD	8%	cardiff	Rubin Colwill	shots	o 3.5	'+1200	-	'+1200	-	-	-	10%	20%	1,1,1,0,1,4,0,1,1,1	-	120,31,90,75,6
-93.4	2000 365	5%	cardiff	Yakou Meite	shots	o 4.5	'+1300	-	'+2000	-	-	-	0%	4%	2,1,0,3,0,0,0,2,0,1	-	12,7,69,7,15
-94.1	1800 365	5%	valladolid	Kenedy	shots	o 5.5	'+1300	-	'+1800	-	-	-	0%	0%	0,1		6,3
-94.1	1800 365	5%	lecce	Santiago Pierotti	shots	o 3.5	'+1300	-	'+1800	-	-	-	10%	4%	2,1,0,1,1,2,2,0,4,2		90,90,88,88,45
